"","monitoring_period","date","site","plot_id","treatment","replicate_number","tag_color","source_population","parent_number","observer","number_gravels_remaining","number_gravels_with_kelp","length_mm","holdfast_diameter_mm","urchins","notes","days_old","total_length_cm","parent_temp_days","site_temp_days","site_plot_id","site_replicate","transplant"
"137","first",2023-04-04,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",16,7,34,NA,0,"","55",3.4,"two_cool_55","warm_cool_55","warm_2C7","warm_7","warm_cool"
"138","first",2023-04-04,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",16,7,45,NA,0,"","55",4.5,"two_cool_55","warm_cool_55","warm_2C7","warm_7","warm_cool"
"139","first",2023-04-04,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",16,7,55,NA,0,"","55",5.5,"two_cool_55","warm_cool_55","warm_2C7","warm_7","warm_cool"
"140","first",2023-04-04,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",16,7,65,NA,0,"","55",6.5,"two_cool_55","warm_cool_55","warm_2C7","warm_7","warm_cool"
"141","first",2023-04-04,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",16,7,67,NA,0,"","55",6.7,"two_cool_55","warm_cool_55","warm_2C7","warm_7","warm_cool"
"142","first",2023-04-04,"warm","2W7","2W","7","orange","warm","two","Clay Steell",19,2,24,NA,0,"","55",2.4,"two_warm_55","warm_warm_55","warm_2W7","warm_7","warm_warm"
"143","first",2023-04-04,"warm","2W7","2W","7","orange","warm","two","Clay Steell",19,2,34,NA,0,"","55",3.4,"two_warm_55","warm_warm_55","warm_2W7","warm_7","warm_warm"
"144","first",2023-04-04,"warm","2W7","2W","7","orange","warm","two","Clay Steell",19,2,NA,NA,0,"","55",NA,"two_warm_55","warm_warm_55","warm_2W7","warm_7","warm_warm"
"145","first",2023-04-04,"warm","2W7","2W","7","orange","warm","two","Clay Steell",19,2,NA,NA,0,"","55",NA,"two_warm_55","warm_warm_55","warm_2W7","warm_7","warm_warm"
"146","first",2023-04-04,"warm","2W7","2W","7","orange","warm","two","Clay Steell",19,2,NA,NA,0,"","55",NA,"two_warm_55","warm_warm_55","warm_2W7","warm_7","warm_warm"
"148","first",2023-04-04,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",16,12,50,NA,0,"","55",5,"ten_cool_55","warm_cool_55","warm_10C8","warm_8","warm_cool"
"149","first",2023-04-04,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",16,12,76,NA,0,"","55",7.6,"ten_cool_55","warm_cool_55","warm_10C8","warm_8","warm_cool"
"150","first",2023-04-04,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",16,12,80,NA,0,"","55",8,"ten_cool_55","warm_cool_55","warm_10C8","warm_8","warm_cool"
"151","first",2023-04-04,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",16,12,104,NA,0,"","55",10.4,"ten_cool_55","warm_cool_55","warm_10C8","warm_8","warm_cool"
"152","first",2023-04-04,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",16,12,105,NA,0,"","55",10.5,"ten_cool_55","warm_cool_55","warm_10C8","warm_8","warm_cool"
"153","first",2023-04-04,"warm","10W8","10W","8","red","warm","ten","Clay Steell",19,4,8,NA,0,"","55",0.8,"ten_warm_55","warm_warm_55","warm_10W8","warm_8","warm_warm"
"154","first",2023-04-04,"warm","10W8","10W","8","red","warm","ten","Clay Steell",19,4,12,NA,0,"","55",1.2,"ten_warm_55","warm_warm_55","warm_10W8","warm_8","warm_warm"
"155","first",2023-04-04,"warm","10W8","10W","8","red","warm","ten","Clay Steell",19,4,26,NA,0,"","55",2.6,"ten_warm_55","warm_warm_55","warm_10W8","warm_8","warm_warm"
"156","first",2023-04-04,"warm","10W8","10W","8","red","warm","ten","Clay Steell",19,4,45,NA,0,"","55",4.5,"ten_warm_55","warm_warm_55","warm_10W8","warm_8","warm_warm"
"157","first",2023-04-04,"warm","10W8","10W","8","red","warm","ten","Clay Steell",19,4,NA,NA,0,"","55",NA,"ten_warm_55","warm_warm_55","warm_10W8","warm_8","warm_warm"
"158","first",2023-04-04,"warm","2C8","2C","8","blue","cool","two","Kristina Tietjen",20,17,46,NA,0,"","55",4.6,"two_cool_55","warm_cool_55","warm_2C8","warm_8","warm_cool"
"159","first",2023-04-04,"warm","2C8","2C","8","blue","cool","two","Kristina Tietjen",20,17,65,NA,0,"","55",6.5,"two_cool_55","warm_cool_55","warm_2C8","warm_8","warm_cool"
"160","first",2023-04-04,"warm","2C8","2C","8","blue","cool","two","Kristina Tietjen",20,17,68,NA,0,"","55",6.8,"two_cool_55","warm_cool_55","warm_2C8","warm_8","warm_cool"
"161","first",2023-04-04,"warm","2C8","2C","8","blue","cool","two","Kristina Tietjen",20,17,71,NA,0,"","55",7.1,"two_cool_55","warm_cool_55","warm_2C8","warm_8","warm_cool"
"162","first",2023-04-04,"warm","2C8","2C","8","blue","cool","two","Kristina Tietjen",20,17,75,NA,0,"","55",7.5,"two_cool_55","warm_cool_55","warm_2C8","warm_8","warm_cool"
"163","first",2023-04-04,"warm","2W8","2W","8","orange","warm","two","Siobhan Gray",20,19,66,NA,0,"1 bat star","55",6.6,"two_warm_55","warm_warm_55","warm_2W8","warm_8","warm_warm"
"164","first",2023-04-04,"warm","2W8","2W","8","orange","warm","two","Siobhan Gray",20,19,68,NA,0,"1 bat star","55",6.8,"two_warm_55","warm_warm_55","warm_2W8","warm_8","warm_warm"
"165","first",2023-04-04,"warm","2W8","2W","8","orange","warm","two","Siobhan Gray",20,19,73,NA,0,"1 bat star","55",7.3,"two_warm_55","warm_warm_55","warm_2W8","warm_8","warm_warm"
"166","first",2023-04-04,"warm","2W8","2W","8","orange","warm","two","Siobhan Gray",20,19,86,NA,0,"1 bat star","55",8.6,"two_warm_55","warm_warm_55","warm_2W8","warm_8","warm_warm"
"167","first",2023-04-04,"warm","2W8","2W","8","orange","warm","two","Siobhan Gray",20,19,99,NA,0,"1 bat star","55",9.9,"two_warm_55","warm_warm_55","warm_2W8","warm_8","warm_warm"
"169","first",2023-04-03,"cool","10C1","10C","1","green","cool","ten","Siobhan Gray",17,10,31,NA,0,"","55",3.1,"ten_cool_55","cool_cool_55","cool_10C1","cool_1","cool_cool"
"170","first",2023-04-03,"cool","10C1","10C","1","green","cool","ten","Siobhan Gray",17,10,52,NA,0,"","55",5.2,"ten_cool_55","cool_cool_55","cool_10C1","cool_1","cool_cool"
"171","first",2023-04-03,"cool","10C1","10C","1","green","cool","ten","Siobhan Gray",17,10,54,NA,0,"","55",5.4,"ten_cool_55","cool_cool_55","cool_10C1","cool_1","cool_cool"
"172","first",2023-04-03,"cool","10C1","10C","1","green","cool","ten","Siobhan Gray",17,10,63,NA,0,"","55",6.3,"ten_cool_55","cool_cool_55","cool_10C1","cool_1","cool_cool"
"173","first",2023-04-03,"cool","10C1","10C","1","green","cool","ten","Siobhan Gray",17,10,75,NA,0,"","55",7.5,"ten_cool_55","cool_cool_55","cool_10C1","cool_1","cool_cool"
"174","first",2023-04-03,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",17,12,21,NA,0,"1 Pisaster in plot","55",2.1,"ten_warm_55","cool_warm_55","cool_10W1","cool_1","cool_warm"
"175","first",2023-04-03,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",17,12,25,NA,0,"1 Pisaster in plot","55",2.5,"ten_warm_55","cool_warm_55","cool_10W1","cool_1","cool_warm"
"176","first",2023-04-03,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",17,12,25,NA,0,"1 Pisaster in plot","55",2.5,"ten_warm_55","cool_warm_55","cool_10W1","cool_1","cool_warm"
"177","first",2023-04-03,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",17,12,30,NA,0,"1 Pisaster in plot","55",3,"ten_warm_55","cool_warm_55","cool_10W1","cool_1","cool_warm"
"178","first",2023-04-03,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",17,12,46,NA,0,"1 Pisaster in plot","55",4.6,"ten_warm_55","cool_warm_55","cool_10W1","cool_1","cool_warm"
"179","first",2023-04-03,"cool","2C1","2C","1","blue","cool","two","Clay Steell",19,9,32,NA,0,"1 gravel outside plot","55",3.2,"two_cool_55","cool_cool_55","cool_2C1","cool_1","cool_cool"
"180","first",2023-04-03,"cool","2C1","2C","1","blue","cool","two","Clay Steell",19,9,34,NA,0,"1 gravel outside plot","55",3.4,"two_cool_55","cool_cool_55","cool_2C1","cool_1","cool_cool"
"181","first",2023-04-03,"cool","2C1","2C","1","blue","cool","two","Clay Steell",19,9,35,NA,0,"1 gravel outside plot","55",3.5,"two_cool_55","cool_cool_55","cool_2C1","cool_1","cool_cool"
"182","first",2023-04-03,"cool","2C1","2C","1","blue","cool","two","Clay Steell",19,9,50,NA,0,"1 gravel outside plot","55",5,"two_cool_55","cool_cool_55","cool_2C1","cool_1","cool_cool"
"183","first",2023-04-03,"cool","2C1","2C","1","blue","cool","two","Clay Steell",19,9,80,NA,0,"1 gravel outside plot","55",8,"two_cool_55","cool_cool_55","cool_2C1","cool_1","cool_cool"
"184","first",2023-04-03,"cool","2W1","2W","1","orange","warm","two","Kristina Tietjen",13,12,75,NA,0,"3 gravels seen outside plot","55",7.5,"two_warm_55","cool_warm_55","cool_2W1","cool_1","cool_warm"
"185","first",2023-04-03,"cool","2W1","2W","1","orange","warm","two","Kristina Tietjen",13,12,95,NA,0,"3 gravels seen outside plot","55",9.5,"two_warm_55","cool_warm_55","cool_2W1","cool_1","cool_warm"
"186","first",2023-04-03,"cool","2W1","2W","1","orange","warm","two","Kristina Tietjen",13,12,146,NA,0,"3 gravels seen outside plot","55",14.6,"two_warm_55","cool_warm_55","cool_2W1","cool_1","cool_warm"
"187","first",2023-04-03,"cool","2W1","2W","1","orange","warm","two","Kristina Tietjen",13,12,150,NA,0,"3 gravels seen outside plot","55",15,"two_warm_55","cool_warm_55","cool_2W1","cool_1","cool_warm"
"188","first",2023-04-03,"cool","2W1","2W","1","orange","warm","two","Kristina Tietjen",13,12,198,NA,0,"3 gravels seen outside plot","55",19.8,"two_warm_55","cool_warm_55","cool_2W1","cool_1","cool_warm"
"190","first",2023-04-03,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",18,18,55,NA,0,"1 Pisaster and 1 Pycnopodia in plot","55",5.5,"ten_cool_55","cool_cool_55","cool_10C2","cool_2","cool_cool"
"191","first",2023-04-03,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",18,18,60,NA,0,"1 Pisaster and 1 Pycnopodia in plot","55",6,"ten_cool_55","cool_cool_55","cool_10C2","cool_2","cool_cool"
"192","first",2023-04-03,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",18,18,60,NA,0,"1 Pisaster and 1 Pycnopodia in plot","55",6,"ten_cool_55","cool_cool_55","cool_10C2","cool_2","cool_cool"
"193","first",2023-04-03,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",18,18,65,NA,0,"1 Pisaster and 1 Pycnopodia in plot","55",6.5,"ten_cool_55","cool_cool_55","cool_10C2","cool_2","cool_cool"
"194","first",2023-04-03,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",18,18,85,NA,0,"1 Pisaster and 1 Pycnopodia in plot","55",8.5,"ten_cool_55","cool_cool_55","cool_10C2","cool_2","cool_cool"
"195","first",2023-04-03,"cool","10W2","10W","2","red","warm","ten","Kristina Tietjen",20,20,45,NA,0,"","55",4.5,"ten_warm_55","cool_warm_55","cool_10W2","cool_2","cool_warm"
"196","first",2023-04-03,"cool","10W2","10W","2","red","warm","ten","Kristina Tietjen",20,20,47,NA,0,"","55",4.7,"ten_warm_55","cool_warm_55","cool_10W2","cool_2","cool_warm"
"197","first",2023-04-03,"cool","10W2","10W","2","red","warm","ten","Kristina Tietjen",20,20,48,NA,0,"","55",4.8,"ten_warm_55","cool_warm_55","cool_10W2","cool_2","cool_warm"
"198","first",2023-04-03,"cool","10W2","10W","2","red","warm","ten","Kristina Tietjen",20,20,49,NA,0,"","55",4.9,"ten_warm_55","cool_warm_55","cool_10W2","cool_2","cool_warm"
"199","first",2023-04-03,"cool","10W2","10W","2","red","warm","ten","Kristina Tietjen",20,20,77,NA,0,"","55",7.7,"ten_warm_55","cool_warm_55","cool_10W2","cool_2","cool_warm"
"200","first",2023-04-03,"cool","2C2","2C","2","blue","cool","two","Siobhan Gray",20,18,69,NA,0,"","55",6.9,"two_cool_55","cool_cool_55","cool_2C2","cool_2","cool_cool"
"201","first",2023-04-03,"cool","2C2","2C","2","blue","cool","two","Siobhan Gray",20,18,82,NA,0,"","55",8.2,"two_cool_55","cool_cool_55","cool_2C2","cool_2","cool_cool"
"202","first",2023-04-03,"cool","2C2","2C","2","blue","cool","two","Siobhan Gray",20,18,83,NA,0,"","55",8.3,"two_cool_55","cool_cool_55","cool_2C2","cool_2","cool_cool"
"203","first",2023-04-03,"cool","2C2","2C","2","blue","cool","two","Siobhan Gray",20,18,98,NA,0,"","55",9.8,"two_cool_55","cool_cool_55","cool_2C2","cool_2","cool_cool"
"204","first",2023-04-03,"cool","2C2","2C","2","blue","cool","two","Siobhan Gray",20,18,107,NA,0,"","55",10.7,"two_cool_55","cool_cool_55","cool_2C2","cool_2","cool_cool"
"205","first",2023-04-03,"cool","2W2","2W","2","orange","warm","two","Clay Steell",16,16,33,NA,0,"1 gravel outside of plot and it is growing","55",3.3,"two_warm_55","cool_warm_55","cool_2W2","cool_2","cool_warm"
"206","first",2023-04-03,"cool","2W2","2W","2","orange","warm","two","Clay Steell",16,16,34,NA,0,"1 gravel outside of plot and it is growing","55",3.4,"two_warm_55","cool_warm_55","cool_2W2","cool_2","cool_warm"
"207","first",2023-04-03,"cool","2W2","2W","2","orange","warm","two","Clay Steell",16,16,44,NA,0,"1 gravel outside of plot and it is growing","55",4.4,"two_warm_55","cool_warm_55","cool_2W2","cool_2","cool_warm"
"208","first",2023-04-03,"cool","2W2","2W","2","orange","warm","two","Clay Steell",16,16,50,NA,0,"1 gravel outside of plot and it is growing","55",5,"two_warm_55","cool_warm_55","cool_2W2","cool_2","cool_warm"
"209","first",2023-04-03,"cool","2W2","2W","2","orange","warm","two","Clay Steell",16,16,53,NA,0,"1 gravel outside of plot and it is growing","55",5.3,"two_warm_55","cool_warm_55","cool_2W2","cool_2","cool_warm"
"211","first",2023-04-03,"cool","10C3","10C","3","green","cool","ten","Kristina Tietjen",18,18,81,NA,0,"","55",8.1,"ten_cool_55","cool_cool_55","cool_10C3","cool_3","cool_cool"
"212","first",2023-04-03,"cool","10C3","10C","3","green","cool","ten","Kristina Tietjen",18,18,88,NA,0,"","55",8.8,"ten_cool_55","cool_cool_55","cool_10C3","cool_3","cool_cool"
"213","first",2023-04-03,"cool","10C3","10C","3","green","cool","ten","Kristina Tietjen",18,18,91,NA,0,"","55",9.1,"ten_cool_55","cool_cool_55","cool_10C3","cool_3","cool_cool"
"214","first",2023-04-03,"cool","10C3","10C","3","green","cool","ten","Kristina Tietjen",18,18,99,NA,0,"","55",9.9,"ten_cool_55","cool_cool_55","cool_10C3","cool_3","cool_cool"
"215","first",2023-04-03,"cool","10C3","10C","3","green","cool","ten","Kristina Tietjen",18,18,106,NA,0,"","55",10.6,"ten_cool_55","cool_cool_55","cool_10C3","cool_3","cool_cool"
"216","first",2023-04-03,"cool","10W3","10W","3","red","warm","ten","Clay Steell",18,16,44,NA,0,"","55",4.4,"ten_warm_55","cool_warm_55","cool_10W3","cool_3","cool_warm"
"217","first",2023-04-03,"cool","10W3","10W","3","red","warm","ten","Clay Steell",18,16,52,NA,0,"","55",5.2,"ten_warm_55","cool_warm_55","cool_10W3","cool_3","cool_warm"
"218","first",2023-04-03,"cool","10W3","10W","3","red","warm","ten","Clay Steell",18,16,53,NA,0,"","55",5.3,"ten_warm_55","cool_warm_55","cool_10W3","cool_3","cool_warm"
"219","first",2023-04-03,"cool","10W3","10W","3","red","warm","ten","Clay Steell",18,16,63,NA,0,"","55",6.3,"ten_warm_55","cool_warm_55","cool_10W3","cool_3","cool_warm"
"220","first",2023-04-03,"cool","10W3","10W","3","red","warm","ten","Clay Steell",18,16,83,NA,0,"","55",8.3,"ten_warm_55","cool_warm_55","cool_10W3","cool_3","cool_warm"
"221","first",2023-04-03,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",16,15,58,NA,0,"1 Pisaster in plot","55",5.8,"two_cool_55","cool_cool_55","cool_2C3","cool_3","cool_cool"
"222","first",2023-04-03,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",16,15,60,NA,0,"1 Pisaster in plot","55",6,"two_cool_55","cool_cool_55","cool_2C3","cool_3","cool_cool"
"223","first",2023-04-03,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",16,15,70,NA,0,"1 Pisaster in plot","55",7,"two_cool_55","cool_cool_55","cool_2C3","cool_3","cool_cool"
"224","first",2023-04-03,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",16,15,70,NA,0,"1 Pisaster in plot","55",7,"two_cool_55","cool_cool_55","cool_2C3","cool_3","cool_cool"
"225","first",2023-04-03,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",16,15,75,NA,0,"1 Pisaster in plot","55",7.5,"two_cool_55","cool_cool_55","cool_2C3","cool_3","cool_cool"
"226","first",2023-04-03,"cool","2W3","2W","3","orange","warm","two","Siobhan Gray",16,14,62,NA,0,"","55",6.2,"two_warm_55","cool_warm_55","cool_2W3","cool_3","cool_warm"
"227","first",2023-04-03,"cool","2W3","2W","3","orange","warm","two","Siobhan Gray",16,14,64,NA,0,"","55",6.4,"two_warm_55","cool_warm_55","cool_2W3","cool_3","cool_warm"
"228","first",2023-04-03,"cool","2W3","2W","3","orange","warm","two","Siobhan Gray",16,14,77,NA,0,"","55",7.7,"two_warm_55","cool_warm_55","cool_2W3","cool_3","cool_warm"
"229","first",2023-04-03,"cool","2W3","2W","3","orange","warm","two","Siobhan Gray",16,14,84,NA,0,"","55",8.4,"two_warm_55","cool_warm_55","cool_2W3","cool_3","cool_warm"
"230","first",2023-04-03,"cool","2W3","2W","3","orange","warm","two","Siobhan Gray",16,14,86,NA,0,"","55",8.6,"two_warm_55","cool_warm_55","cool_2W3","cool_3","cool_warm"
"232","first",2023-04-03,"cool","10C4","10C","4","green","cool","ten","Clay Steell",17,16,35,NA,0,"big natural settler (~100mm)","55",3.5,"ten_cool_55","cool_cool_55","cool_10C4","cool_4","cool_cool"
"233","first",2023-04-03,"cool","10C4","10C","4","green","cool","ten","Clay Steell",17,16,40,NA,0,"big natural settler (~100mm)","55",4,"ten_cool_55","cool_cool_55","cool_10C4","cool_4","cool_cool"
"234","first",2023-04-03,"cool","10C4","10C","4","green","cool","ten","Clay Steell",17,16,60,NA,0,"big natural settler (~100mm)","55",6,"ten_cool_55","cool_cool_55","cool_10C4","cool_4","cool_cool"
"235","first",2023-04-03,"cool","10C4","10C","4","green","cool","ten","Clay Steell",17,16,72,NA,0,"big natural settler (~100mm)","55",7.2,"ten_cool_55","cool_cool_55","cool_10C4","cool_4","cool_cool"
"236","first",2023-04-03,"cool","10C4","10C","4","green","cool","ten","Clay Steell",17,16,73,NA,0,"big natural settler (~100mm)","55",7.3,"ten_cool_55","cool_cool_55","cool_10C4","cool_4","cool_cool"
"237","first",2023-04-03,"cool","10W4","10W","4","red","warm","ten","Siobhan Gray",19,18,46,NA,0,"","55",4.6,"ten_warm_55","cool_warm_55","cool_10W4","cool_4","cool_warm"
"238","first",2023-04-03,"cool","10W4","10W","4","red","warm","ten","Siobhan Gray",19,18,52,NA,0,"","55",5.2,"ten_warm_55","cool_warm_55","cool_10W4","cool_4","cool_warm"
"239","first",2023-04-03,"cool","10W4","10W","4","red","warm","ten","Siobhan Gray",19,18,54,NA,0,"","55",5.4,"ten_warm_55","cool_warm_55","cool_10W4","cool_4","cool_warm"
"240","first",2023-04-03,"cool","10W4","10W","4","red","warm","ten","Siobhan Gray",19,18,59,NA,0,"","55",5.9,"ten_warm_55","cool_warm_55","cool_10W4","cool_4","cool_warm"
"241","first",2023-04-03,"cool","10W4","10W","4","red","warm","ten","Siobhan Gray",19,18,62,NA,0,"","55",6.2,"ten_warm_55","cool_warm_55","cool_10W4","cool_4","cool_warm"
"242","first",2023-04-05,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",16,16,55,NA,0,"This was labeled wrong, was actually treatment 2C4.","55",5.5,"two_cool_55","cool_cool_55","cool_C4","cool_4","cool_cool"
"243","first",2023-04-05,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",16,16,60,NA,0,"This was labeled wrong, was actually treatment 2C4.","55",6,"two_cool_55","cool_cool_55","cool_C4","cool_4","cool_cool"
"244","first",2023-04-05,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",16,16,62,NA,0,"This was labeled wrong, was actually treatment 2C4.","55",6.2,"two_cool_55","cool_cool_55","cool_C4","cool_4","cool_cool"
"245","first",2023-04-05,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",16,16,68,NA,0,"This was labeled wrong, was actually treatment 2C4.","55",6.8,"two_cool_55","cool_cool_55","cool_C4","cool_4","cool_cool"
"246","first",2023-04-05,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",16,16,78,NA,0,"This was labeled wrong, was actually treatment 2C4.","55",7.8,"two_cool_55","cool_cool_55","cool_C4","cool_4","cool_cool"
"247","first",2023-04-03,"cool","2W4","2W","4","orange","warm","two","Lauren Dykman",19,19,65,NA,0,"","55",6.5,"two_warm_55","cool_warm_55","cool_2W4","cool_4","cool_warm"
"248","first",2023-04-03,"cool","2W4","2W","4","orange","warm","two","Lauren Dykman",19,19,65,NA,0,"","55",6.5,"two_warm_55","cool_warm_55","cool_2W4","cool_4","cool_warm"
"249","first",2023-04-03,"cool","2W4","2W","4","orange","warm","two","Lauren Dykman",19,19,68,NA,0,"","55",6.8,"two_warm_55","cool_warm_55","cool_2W4","cool_4","cool_warm"
