monitoring_period,date,site,plot_id,treatment,replicate_number,tag_color,source_population,parent_number,observer,number_gravels_remaining,number_gravels_with_kelp,length_mm,holdfast_diameter_mm,urchins,notes
second,2023-05-18,Ed King,C4,2C,4,yellow,cool,two,Clay Steell,17,0,NA,NA,0,mistake? Bags moved
second,2023-05-18,Ed King,C4,2C,4,yellow,cool,two,Clay Steell,17,0,NA,NA,0,mistake? Bags moved
second,2023-05-18,Ed King,C4,2C,4,yellow,cool,two,Clay Steell,17,0,NA,NA,0,mistake? Bags moved
second,2023-05-18,Ed King,C4,2C,4,yellow,cool,two,Clay Steell,17,0,NA,NA,0,mistake? Bags moved
second,2023-05-18,Ed King,C4,2C,4,yellow,cool,two,Clay Steell,17,0,NA,NA,0,mistake? Bags moved
second,2023-05-16,Ed King,2W4,2W,4,orange,warm,two,Lauren Dykman,17,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2W4,2W,4,orange,warm,two,Lauren Dykman,17,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2W4,2W,4,orange,warm,two,Lauren Dykman,17,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2W4,2W,4,orange,warm,two,Lauren Dykman,17,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2W4,2W,4,orange,warm,two,Lauren Dykman,17,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,2C4,Control,4,blue,NA,NA,Avril Hann,NA,NA,NA,NA,10,"10 urchins, no wild recruits"
second,2023-05-18,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,13,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,13,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,13,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,13,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,10C5,10C,5,green,cool,ten,Clay Steell,13,0,NA,NA,7,7 urchins
second,2023-05-18,Ed King,10W5,10W,5,red,warm,ten,Avril Hann,12,0,NA,NA,0,2 kelp crabs
second,2023-05-18,Ed King,10W5,10W,5,red,warm,ten,Avril Hann,12,0,NA,NA,0,2 kelp crabs
second,2023-05-18,Ed King,10W5,10W,5,red,warm,ten,Avril Hann,12,0,NA,NA,0,2 kelp crabs
second,2023-05-18,Ed King,10W5,10W,5,red,warm,ten,Avril Hann,12,0,NA,NA,0,2 kelp crabs
second,2023-05-18,Ed King,10W5,10W,5,red,warm,ten,Avril Hann,12,0,NA,NA,0,2 kelp crabs
second,2023-05-16,Ed King,2C5,2C,5,blue,cool,two,Lauren Dykman,18,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2C5,2C,5,blue,cool,two,Lauren Dykman,18,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2C5,2C,5,blue,cool,two,Lauren Dykman,18,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2C5,2C,5,blue,cool,two,Lauren Dykman,18,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2C5,2C,5,blue,cool,two,Lauren Dykman,18,0,NA,NA,5,5 urchins
second,2023-05-18,Ed King,2W5,2W,5,orange,warm,two,Avril Hann,16,0,NA,NA,8,8 urchins + more around plot
second,2023-05-18,Ed King,2W5,2W,5,orange,warm,two,Avril Hann,16,0,NA,NA,8,8 urchins + more around plot
second,2023-05-18,Ed King,2W5,2W,5,orange,warm,two,Avril Hann,16,0,NA,NA,8,8 urchins + more around plot
second,2023-05-18,Ed King,2W5,2W,5,orange,warm,two,Avril Hann,16,0,NA,NA,8,8 urchins + more around plot
second,2023-05-18,Ed King,2W5,2W,5,orange,warm,two,Avril Hann,16,0,NA,NA,8,8 urchins + more around plot
second,2023-05-16,Ed King,C5,Control,5,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,6,"6 urchins, 0 new recruits"
second,2023-05-16,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,11,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,11,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,11,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,11,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,10C6,10C,6,green,cool,ten,Clay Steell,11,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W6,10W,6,red,warm,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,16,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,16,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,16,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,16,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2C6,2C,6,blue,cool,two,Clay Steell,16,0,NA,NA,7,7 urchins
second,2023-05-16,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,15,0,NA,NA,3,3 urchins
second,2023-05-16,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,15,0,NA,NA,3,3 urchins
second,2023-05-16,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,15,0,NA,NA,3,3 urchins
second,2023-05-16,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,15,0,NA,NA,3,3 urchins
second,2023-05-16,Ed King,2W6,2W,6,orange,warm,two,Lauren Dykman,15,0,NA,NA,3,3 urchins
second,2023-05-16,Ed King,C6,Control,6,yellow,NA,NA,Clay Steell,NA,NA,NA,NA,0,0 recruits
second,2023-05-16,Ed King,10C7,10C,7,green,cool,ten,Clay Steell,18,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C7,10C,7,green,cool,ten,Clay Steell,18,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C7,10C,7,green,cool,ten,Clay Steell,18,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C7,10C,7,green,cool,ten,Clay Steell,18,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C7,10C,7,green,cool,ten,Clay Steell,18,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W7,10W,7,red,warm,ten,Lauren Dykman,14,0,NA,NA,8,8 urchins
second,2023-05-16,Ed King,10W7,10W,7,red,warm,ten,Lauren Dykman,14,0,NA,NA,8,8 urchins
second,2023-05-16,Ed King,10W7,10W,7,red,warm,ten,Lauren Dykman,14,0,NA,NA,8,8 urchins
second,2023-05-16,Ed King,10W7,10W,7,red,warm,ten,Lauren Dykman,14,0,NA,NA,8,8 urchins
second,2023-05-16,Ed King,10W7,10W,7,red,warm,ten,Lauren Dykman,14,0,NA,NA,8,8 urchins
second,2023-05-16,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,14,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,14,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,14,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,14,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C7,2C,7,blue,cool,two,Lauren Dykman,14,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,12,2,14,NA,25,25 urchins
second,2023-05-16,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,12,2,25,NA,25,has been grazed. 25 urchins
second,2023-05-16,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,12,2,NA,NA,25,25 urchins
second,2023-05-16,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,12,2,NA,NA,25,25 urchins
second,2023-05-16,Ed King,2W7,2W,7,orange,warm,two,Clay Steell,12,2,NA,NA,25,25 urchins
second,2023-05-16,Ed King,C7,Control,7,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,0,0 natural recruits
second,2023-05-16,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10C8,10C,8,green,cool,ten,Lauren Dykman,13,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,15,0,NA,NA,1,1 gravel outside of plot; 1 urchin
second,2023-05-16,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,15,0,NA,NA,1,1 gravel outside of plot; 1 urchin
second,2023-05-16,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,15,0,NA,NA,1,1 gravel outside of plot; 1 urchin
second,2023-05-16,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,15,0,NA,NA,1,1 gravel outside of plot; 1 urchin
second,2023-05-16,Ed King,10W8,10W,8,red,warm,ten,Clay Steell,15,0,NA,NA,1,1 gravel outside of plot; 1 urchin
second,2023-05-16,Ed King,2C8,2C,8,blue,cool,two,Clay Steell,7,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C8,2C,8,blue,cool,two,Clay Steell,7,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C8,2C,8,blue,cool,two,Clay Steell,7,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C8,2C,8,blue,cool,two,Clay Steell,7,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2C8,2C,8,blue,cool,two,Clay Steell,7,0,NA,NA,4,4 urchins
second,2023-05-16,Ed King,2W8,2W,8,blue,warm,two,Lauren Dykman,14,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W8,2W,8,blue,warm,two,Lauren Dykman,14,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W8,2W,8,blue,warm,two,Lauren Dykman,14,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W8,2W,8,blue,warm,two,Lauren Dykman,14,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W8,2W,8,blue,warm,two,Lauren Dykman,14,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,C8,Control,8,yellow,NA,NA,Clay Steell,NA,NA,NA,NA,5,5 urchins
third,2023-06-27,Dixon,10C1,10C,1,green,cool,ten,Lauren Dykman,10,3,120,8,0,too tiny to collect
third,2023-06-27,Dixon,10C1,10C,1,green,cool,ten,Lauren Dykman,10,3,1590,50,0,
third,2023-06-27,Dixon,10C1,10C,1,green,cool,ten,Lauren Dykman,10,3,NA,NA,0,
third,2023-06-27,Dixon,10C1,10C,1,green,cool,ten,Lauren Dykman,10,3,NA,NA,0,
third,2023-06-27,Dixon,10C1,10C,1,green,cool,ten,Lauren Dykman,10,3,NA,NA,0,
third,2023-06-27,Dixon,10W1,10W,1,red,warm,ten,Lauren Dykman,10,2,340,25,0,"0 urchins. 1 large wild set, 1 small wild set on a snail. 0 bulbs, 2 blades, 2 stipes. Upright, blade collected."
third,2023-06-27,Dixon,10W1,10W,1,red,warm,ten,Lauren Dykman,10,2,760,20,0,"0 urchins. 1 large wild set, 1 small wild set on a snail. 0 bulbs, 3 blades, 1 stipe. Prostrate, blade collected."
third,2023-06-27,Dixon,10W1,10W,1,red,warm,ten,Lauren Dykman,10,2,NA,NA,0,"0 urchins. 1 large wild set, 1 small wild set on a snail."
third,2023-06-27,Dixon,10W1,10W,1,red,warm,ten,Lauren Dykman,10,2,NA,NA,0,"0 urchins. 1 large wild set, 1 small wild set on a snail."
third,2023-06-27,Dixon,10W1,10W,1,red,warm,ten,Lauren Dykman,10,2,NA,NA,0,"0 urchins. 1 large wild set, 1 small wild set on a snail."
third,2023-06-28,Dixon,2C1,2C,1,blue,cool,two,Lauren Dykman,9,1,270,30,1,"1 urchin. 0 bulbs, 3 blades, 1 stipe, upright, blade collected."
third,2023-06-28,Dixon,2C1,2C,1,blue,cool,two,Clay Steell,9,1,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C1,2C,1,blue,cool,two,Clay Steell,9,1,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C1,2C,1,blue,cool,two,Clay Steell,9,1,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C1,2C,1,blue,cool,two,Clay Steell,9,1,NA,NA,1,1 urchin
third,2023-06-27,Dixon,2W1,2W,1,orange,warm,two,Clay Steell,13,6,290,NA,0,"Only one blade left, did not collect. 0 bulbs, 1 blade, 1 stipe."
third,2023-06-27,Dixon,2W1,2W,1,orange,warm,two,Clay Steell,13,6,645,15,0,"Detatched from gravel and burried; 0 bulbs, 3 blades, 1 stipe, blade collected."
third,2023-06-27,Dixon,2W1,2W,1,orange,warm,two,Clay Steell,13,6,700,15,0,"0 bulbs, 7 blades, 3 stipes, blade collected."
third,2023-06-27,Dixon,2W1,2W,1,orange,warm,two,Clay Steell,13,6,780,10,0,"Only two blades left, not collected; 0 bulbs, 3 blades, 1 stipe."
third,2023-06-27,Dixon,2W1,2W,1,orange,warm,two,Clay Steell,13,6,815,5,0,"Only two blades left, blade not collected; 0 bulbs, 2 blades, 1 stipe."
third,2023-06-27,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,12,1,195,40,1,1 urchin
third,2023-06-27,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,12,1,NA,NA,1,1 urchin
third,2023-06-27,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,12,1,NA,NA,1,1 urchin
third,2023-06-27,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,12,1,NA,NA,1,1 urchin
third,2023-06-27,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,12,1,NA,NA,1,1 urchin
third,2023-06-27,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,18,5,10,NA,0,"too small to collect blade, holdfast burried"
third,2023-06-27,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,18,5,230,NA,0,"too small to collect blade, holdfast burried"
third,2023-06-27,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,18,5,600,20,0,
third,2023-06-27,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,18,5,940,NA,0,"3 stipes, 5 blades, 0 bulb"
third,2023-06-27,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,18,5,1080,45,0,"1 meter out of plot, Clay burried it."
third,2023-06-27,Dixon,2C2,2C,2,blue,cool,two,Clay Steell,14,7,250,10,0,"sample in bag from different kelp. 0 bulbs, 3 blades, 3 stipes, blade collected. Not sure if these measurements are for 2W2#2."
third,2023-06-27,Dixon,2C2,2C,2,blue,cool,two,Clay Steell,14,7,540,NA,0,"Burried. 3 bulbs, 4 blades, 1 stipe, upright, blade collected."
third,2023-06-27,Dixon,2C2,2C,2,blue,cool,two,Clay Steell,14,7,590,45,0,"Loose, burried it. 4 bulbs, 5 blades, 2 stipes, upright. Blade collected."
third,2023-06-27,Dixon,2C2,2C,2,blue,cool,two,Lauren Dykman,14,7,620,50,0,
third,2023-06-27,Dixon,2C2,2C,2,blue,cool,two,Lauren Dykman,14,7,690,50,0,
third,2023-06-27,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,11,6,110,NA,2,"0 bulbs, 2 blades, 2 stipes, upright, no blade collected."
third,2023-06-27,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,11,6,135,15,2,"0 bulbs, 2 blades, 2 stipes, upright, blade collected."
third,2023-06-27,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,11,6,210,NA,2,No blade collected
third,2023-06-27,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,11,6,260,20,2,"0 bulbs, 2 blades, 2 stipes, upright, no blade collected."
third,2023-06-27,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,11,6,820,60,2,"Outside plot by 1 meter. Measured next day. Being eaten by two urchins. 6 bulbs, 6 blades, 2 stipes. Upright, blade collected."
third,2023-06-27,Dixon,10C3,10C,3,blue,cool,ten,Lauren Dykman,12,0,NA,NA,0,"0 urchins, 0 natural recruits. Other bleached small algae."
third,2023-06-27,Dixon,10C3,10C,3,blue,cool,ten,Lauren Dykman,12,0,NA,NA,0,"0 urchins, 0 natural recruits. Other bleached small algae."
third,2023-06-27,Dixon,10C3,10C,3,blue,cool,ten,Lauren Dykman,12,0,NA,NA,0,"0 urchins, 0 natural recruits. Other bleached small algae."
third,2023-06-27,Dixon,10C3,10C,3,blue,cool,ten,Lauren Dykman,12,0,NA,NA,0,"0 urchins, 0 natural recruits. Other bleached small algae."
third,2023-06-27,Dixon,10C3,10C,3,blue,cool,ten,Lauren Dykman,12,0,NA,NA,0,"0 urchins, 0 natural recruits. Other bleached small algae."
third,2023-06-27,Dixon,10W3,10W,3,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,"0 urchins, 1 star that looks like spikey Pisaster, 1 large moon snail, wild fronds over plot"
third,2023-06-27,Dixon,10W3,10W,3,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,"0 urchins, 1 star that looks like spikey Pisaster, 1 large moon snail, wild fronds over plot"
third,2023-06-27,Dixon,10W3,10W,3,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,"0 urchins, 1 star that looks like spikey Pisaster, 1 large moon snail, wild fronds over plot"
third,2023-06-27,Dixon,10W3,10W,3,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,"0 urchins, 1 star that looks like spikey Pisaster, 1 large moon snail, wild fronds over plot"
third,2023-06-27,Dixon,10W3,10W,3,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,"0 urchins, 1 star that looks like spikey Pisaster, 1 large moon snail, wild fronds over plot"
third,2023-06-27,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,7,2,115,20,0,"0 urchins. 0 bulbs, 5 blades, 1 stipe, blade collected"
third,2023-06-27,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,7,2,210,15,0,"0 urchins. 0 bulbs, 1 stipe, blade collected."
third,2023-06-27,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,7,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,7,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,7,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W3,2W,3,orange,warm,two,Lauren Dykman,12,0,NA,NA,0,Tags rubbed of next to blue plot also without a tag.
third,2023-06-27,Dixon,2W3,2W,3,orange,warm,two,Lauren Dykman,12,0,NA,NA,0,Tags rubbed of next to blue plot also without a tag.
third,2023-06-27,Dixon,2W3,2W,3,orange,warm,two,Lauren Dykman,12,0,NA,NA,0,Tags rubbed of next to blue plot also without a tag.
third,2023-06-27,Dixon,2W3,2W,3,orange,warm,two,Lauren Dykman,12,0,NA,NA,0,Tags rubbed of next to blue plot also without a tag.
third,2023-06-27,Dixon,2W3,2W,3,orange,warm,two,Lauren Dykman,12,0,NA,NA,0,Tags rubbed of next to blue plot also without a tag.
third,2023-06-27,Dixon,10C4,10C,4,green,cool,ten,Clay Steell,9,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10C4,10C,4,green,cool,ten,Clay Steell,9,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10C4,10C,4,green,cool,ten,Clay Steell,9,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10C4,10C,4,green,cool,ten,Clay Steell,9,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10C4,10C,4,green,cool,ten,Clay Steell,9,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10W4,10W,4,NA,warm,ten,Clay Steell,11,2,260,10,0,"0 urchins, several blades on scimites. 0 bulbs, 1 blade, 2 stipes, blade collected."
third,2023-06-27,Dixon,10W4,10W,4,NA,warm,ten,Clay Steell,11,2,310,5,0,"0 urchins, 0 bulbs, 1 blade, no blade collected, only 1 blade left."
third,2023-06-27,Dixon,10W4,10W,4,NA,warm,ten,Clay Steell,11,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10W4,10W,4,NA,warm,ten,Clay Steell,11,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10W4,10W,4,NA,warm,ten,Clay Steell,11,2,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2C4,2C,4,blue,cool,two,Lauren Dykman,10,0,NA,NA,0,0 urchins. Kelp in plot is bleached.
third,2023-06-27,Dixon,2C4,2C,4,blue,cool,two,Lauren Dykman,10,0,NA,NA,0,0 urchins. Kelp in plot is bleached.
third,2023-06-27,Dixon,2C4,2C,4,blue,cool,two,Lauren Dykman,10,0,NA,NA,0,0 urchins. Kelp in plot is bleached.
third,2023-06-27,Dixon,2C4,2C,4,blue,cool,two,Lauren Dykman,10,0,NA,NA,0,0 urchins. Kelp in plot is bleached.
third,2023-06-27,Dixon,2C4,2C,4,blue,cool,two,Lauren Dykman,10,0,NA,NA,0,0 urchins. Kelp in plot is bleached.
third,2023-06-27,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,10C5,10C,5,green,cool,ten,Lauren Dykman,NA,0,NA,NA,0,0 urchins. 3 urchins just outside plot.
third,2023-06-27,Dixon,10C5,10C,5,green,cool,ten,Lauren Dykman,NA,0,NA,NA,0,0 urchins. 3 urchins just outside plot.
third,2023-06-27,Dixon,10C5,10C,5,green,cool,ten,Lauren Dykman,NA,0,NA,NA,0,0 urchins. 3 urchins just outside plot.
third,2023-06-27,Dixon,10C5,10C,5,green,cool,ten,Lauren Dykman,NA,0,NA,NA,0,0 urchins. 3 urchins just outside plot.
third,2023-06-27,Dixon,10C5,10C,5,green,cool,ten,Lauren Dykman,NA,0,NA,NA,0,0 urchins. 3 urchins just outside plot.
third,2023-06-28,Dixon,10W5,10W,5,red,warm,ten,Lauren Dykman,14,0,NA,NA,4,"4 urchins, 2 cucumbers"
third,2023-06-28,Dixon,10W5,10W,5,red,warm,ten,Lauren Dykman,14,0,NA,NA,4,"4 urchins, 2 cucumbers"
third,2023-06-28,Dixon,10W5,10W,5,red,warm,ten,Lauren Dykman,14,0,NA,NA,4,"4 urchins, 2 cucumbers"
third,2023-06-28,Dixon,10W5,10W,5,red,warm,ten,Lauren Dykman,14,0,NA,NA,4,"4 urchins, 2 cucumbers"
third,2023-06-28,Dixon,10W5,10W,5,red,warm,ten,Lauren Dykman,14,0,NA,NA,4,"4 urchins, 2 cucumbers"
third,2023-06-28,Dixon,2C5,2C,5,blue,cool,two,Lauren Dykman,14,1,420,NA,0,"0 urchins. Covered by Agarum. 0 bulbs, 8 blades, 2 stipes, upright, blade collected."
third,2023-06-28,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,14,1,NA,NA,0,0 urchins. Covered by Agarum
third,2023-06-28,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,14,1,NA,NA,0,0 urchins. Covered by Agarum
third,2023-06-28,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,14,1,NA,NA,0,0 urchins. Covered by Agarum
third,2023-06-28,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,14,1,NA,NA,0,0 urchins. Covered by Agarum
third,2023-06-27,Dixon,2W5,2W,5,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W5,2W,5,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W5,2W,5,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W5,2W,5,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W5,2W,5,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C6,10C,6,green,cool,ten,Clay Steell,16,1,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C6,10C,6,green,cool,ten,Clay Steell,16,1,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C6,10C,6,green,cool,ten,Clay Steell,16,1,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C6,10C,6,green,cool,ten,Clay Steell,16,1,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10C6,10C,6,green,cool,ten,Clay Steell,16,1,NA,NA,0,0 urchins
third,2023-06-28,Dixon,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,
third,2023-06-28,Dixon,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,
third,2023-06-28,Dixon,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,
third,2023-06-28,Dixon,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,
third,2023-06-28,Dixon,10W6,10W,6,red,warm,ten,Lauren Dykman,NA,0,NA,NA,0,
third,2023-06-28,Dixon,2C6,2C,6,blue,cool,two,Lauren Dykman,14,0,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C6,2C,6,blue,cool,two,Lauren Dykman,14,0,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C6,2C,6,blue,cool,two,Lauren Dykman,14,0,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C6,2C,6,blue,cool,two,Lauren Dykman,14,0,NA,NA,1,1 urchin
third,2023-06-28,Dixon,2C6,2C,6,blue,cool,two,Lauren Dykman,14,0,NA,NA,1,1 urchin
third,2023-06-27,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,NA,0,NA,NA,0,0 urchins
third,2023-06-27,Dixon,C6,Control,6,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,2,2 urchins. No natural recruits.
third,2023-06-27,Dixon,10C7,10C,7,orange,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
third,2023-06-27,Dixon,10C7,10C,7,orange,cool,ten,Lauren Dykman,NA,0,NA,NA,4,4 urchins
